legura,kolicina,kom,masina,duzina,profil,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,vm_1,vm_2,vm_3,vm_4,vm_5,vm_6,vm_7,vm_8,vm_9,vm_10,vm_11,vm_12,vm_13,vm_14
Y80,10109,2,L51,3600,400 X 1300,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Q90,45060,5,L39,7700,400 X 1100,15000,0,23000,3000,1000,0,0,1000,3000,3000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,
Q90,50274,5,L39,7000,400 X 1350,15000,0,25000,3000,1000,0,0,4000,2000,3000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,
Q90,49412,4,L39,8600,400 X 1350,15000,0,25000,3000,1000,0,0,3000,2000,3000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,
Q90,47667,4,L39,7000,400 X 1600,15000,0,23000,3000,1000,0,0,4000,2000,3000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,15000,0,24000,3000,1000,0,0,4000,2000,3000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,ALBe5%
Q90,47242,5,L39,7400,400 X 1200,15000,0,21000,3000,1000,0,0,4000,2000,4000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A3N,AL otpad  A5N i A51N - U,,,,
Q96,49157,5,L39,8400,400 X 1100,15000,0,23000,3000,1000,0,0,8000,3000,0,0,0,5,15,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,ALBe5%,Bi100%
Q96,50274,5,L39,7000,400 X 1350,15000,0,23000,3000,1000,0,0,8000,3000,0,0,0,5,15,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,ALBe5%,Bi100%
EW3,9474,2,L42,3800,400 X 1150,3000,0,4500,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
Y80,13365,3,L51,3750,400 X 1100,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,12074,2,L51,4300,400 X 1300,12500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L51,3800,400 X 1600,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
L00,10341,2,L51,4500,400 X 1060,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
L00,13385,3,L51,4200,400 X 980,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
L00,12975,3,L51,4200,400 X 950,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
EW4,13694,2,L60,3800,400 X 1650,4000,0,7500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13279,2,L60,3800,400 X 1600,4000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,11400,2,L60,3600,400 X 1450,4000,0,5500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,14234,3,L60,3950,400 X 1100,5000,0,7000,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Y80,13365,3,L51,3750,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Q90,45805,5,L39,8200,400 X 1050,14000,0,19000,3000,1000,0,0,4000,8000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,45060,5,L39,7700,400 X 1100,13000,0,20000,3000,1000,0,0,4000,8000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,43464,5,L39,8600,400 X 950,15000,0,20000,3000,1000,0,0,3000,5000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,49412,4,L39,8600,400 X 1350,15000,0,24000,3000,1000,0,0,2000,2000,5000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A3N,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,
Q90,49029,4,L39,7200,400 X 1600,15000,0,21000,3000,1000,0,0,0,6000,6000,1000,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",Metal sa livenja ; isce?eni metal iz ?ljake,,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,ALBe5%
Y80,9850,2,L51,3800,400 X 1200,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13608,2,L51,4200,400 X 1500,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
EW3,13181,2,L42,3800,400 X 1600,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
EW4,10614,2,L60,3600,400 X 1350,3000,0,4000,500,0,0,0,1000,1000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A5N i A51N,AL otpad  A4N,,,,
Y80,10433,2,L42,4200,400 X 1150,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,12830,3,L51,3600,400 X 1100,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13133,2,L51,3800,400 X 1600,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW3,11967,2,L42,3450,400 X 1600,5000,0,7000,500,1000,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),P -legura (?pon),,,,,,,,,
EW1,13279,2,L51,3800,400 X 1600,6000,0,4000,500,0,0,0,3500,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A1 - nova ?ica,,,,,,
EW2,12403,2,L51,3800,400 X 1500,4000,0,6000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A3B,AL otpad  A5N i A51N,,,,
Q90,45060,5,L39,7700,400 X 1100,14000,0,20000,3000,1000,0,0,1000,4000,5000,1000,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,
Q90,47667,4,L39,7000,400 X 1600,14000,0,23000,3000,1000,0,0,5000,5000,0,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,ALBe5%
Q90,50274,5,L39,7000,400 X 1350,15000,0,23000,3000,1000,0,0,4000,5000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A3N,,,,
Q90,44943,4,L39,6600,400 X 1600,13000,0,24000,3000,0,0,0,3000,4000,2000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A3N,,,,ALBe5%
EW4,10025,2,L60,3400,400 X 1350,3000,0,4000,500,0,0,0,4000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW4,12809,3,L60,3400,400 X 1150,4000,0,5500,500,0,0,0,4000,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL sekundarni i omega ingoti A41,,,,,,
EW4,13279,2,L51,3800,400 X 1600,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13279,2,L51,3800,400 X 1600,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
N73,13593,3,L60,3800,400 X 1100,4000,0,7000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,AL otpad  A5N i A51N,,,,
EW4,13694,2,L51,3800,400 X 1650,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,9723,2,L51,4200,400 X 1060,4000,0,4500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Y80,13543,3,L42,3800,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW4,10614,2,L51,3600,400 X 1350,4000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13617,2,L51,4300,400 X 1450,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)","M - legura (odresci,buntovi)",,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
EW4,13484,3,L51,4200,400 X 980,4000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13365,3,L42,3750,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
EW4,12492,2,L51,4400,400 X 1300,4000,0,6000,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL sekundarni i omega ingoti A41,,,,,
Q90,49029,4,L39,7200,400 X 1600,14000,0,21000,3000,1000,0,0,8000,5000,0,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,ALBe5%
N73,44119,5,L39,7400,400 X 1100,14000,0,18000,3000,1000,0,0,5000,7000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Y80,10433,2,L42,4200,400 X 1150,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Q90,45060,5,L39,7700,400 X 1100,12000,0,18000,3000,1000,0,0,8000,7000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,12640,3,L51,3600,400 X 1100,4000,0,7000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A3B,,,,,
Q90,9704,2,L51,3800,400 X 1200,3000,0,4000,500,0,0,0,2000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,13138,3,L51,4200,400 X 980,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,11587,3,L60,3300,400 X 1100,4000,0,5500,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A3B,AL otpad  A5N i A51N,,,,
Q90,13268,2,L60,4300,400 X 1450,4000,0,7000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,AL otpad  A5N i A51N,,,,
Q90,10491,2,L60,3400,400 X 1450,3000,0,6000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,11747,2,L60,3450,400 X 1600,4000,0,6500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,49412,4,L39,8600,400 X 1350,14000,0,26000,3000,1000,0,0,6000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A6SK,,,,,
Q90,50274,5,L39,7000,400 X 1350,14000,0,27000,3000,1000,0,0,6000,2000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,47667,4,L39,7000,400 X 1600,14000,0,25000,3000,1000,0,0,6000,2000,0,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,15000,0,22000,3000,1000,0,0,6000,4000,1000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
Q90,45646,5,L39,6600,400 X 1300,14000,0,21000,3000,1000,0,0,6000,4000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,10278,2,L51,4200,400 X 1150,3000,0,6000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,13343,3,L60,4400,400 X 950,4000,0,7000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,AL otpad  A5N i A51N,,,,
Q90,12598,2,L51,3700,400 X 1600,3000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A3N,,,,,
Q90,10300,2,L60,4400,400 X 1100,4000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Y80,11794,2,L42,4200,400 X 1300,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Q90,10342,2,L60,3600,400 X 1350,4000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,12598,2,L60,3700,400 X 1600,4000,0,6500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,12257,2,L60,3600,400 X 1600,4000,0,7000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,44943,4,L39,6600,400 X 1600,14000,0,20000,3000,1000,0,0,6000,4000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13365,3,L42,3750,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,9850,2,L42,3800,400 X 1200,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,9616,2,L42,4200,400 X 1060,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13365,3,L42,3750,400 X 1100,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,,,,,,,,,,,,
Y80,13365,3,L42,3750,400 X 1100,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,12928,3,L42,4200,400 X 950,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"A - legura (odresci,buntovi)",,,,,,,,,,,
Q90,10342,2,L60,3600,400 X 1350,3000,0,6000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,10725,2,L60,3600,400 X 1400,4000,0,5500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,10278,2,L60,4200,400 X 1150,4000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,9704,2,L60,3800,400 X 1200,0,0,0,0,0,0,0,1000,2000,7000,1000,0,0,0,,,,,,,,AL otpad  A0 - baliran,AL otpad  A1 - stara ?ica - U,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,
N74,12783,2,L60,4400,400 X 1350,5000,0,6000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,49412,4,L39,8600,400 X 1350,13000,0,18000,3000,1000,0,0,13000,5000,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,
Q90,47050,4,L39,6700,400 X 1650,10000,0,16000,3000,1000,0,0,13000,7000,0,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,,,,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,10000,0,18000,3000,1000,0,0,13000,7000,1000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
Q90,47667,4,L39,7000,400 X 1600,10000,0,16000,3000,1000,0,0,12000,7000,2000,0,0,0,5,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,ALBe5%
Q90,45060,5,L39,7700,400 X 1100,9000,0,16000,3000,1000,0,0,12000,6000,2000,0,0,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N - U,AL otpad  A6SK,,,,
Q90,49412,4,L39,8600,400 X 1350,6000,0,28000,3000,1000,0,0,2000,1500,2000,6000,2000,0,0,"AL ingoti  99,7% - VEZA",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A2 - baliran,AL otpad  A3N,AL otpad  A31N i A31B,AL otpad  A6SK,,
Y80,13133,2,L42,3800,400 X 1600,13500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - VEZA",,A - legura (?pon),,,,,,,,,,,
